Wavelength,a,b
765.602,1.46700866,-0.995893538
765.742,1.465952817,-0.995204262
765.883,1.47042966,-0.995386419
766.023,1.472998625,-0.995345974
766.163,1.478649716,-0.995477964
766.304,1.481005755,-0.995361632
766.444,1.477241528,-0.994764069
766.584,1.493682059,-0.996080665
766.724,1.487575643,-0.995120293
766.865,1.494729327,-0.995441354
767.005,1.503724104,-0.996009612
767.145,1.503229559,-0.995677422
767.285,1.500614666,-0.995085028
767.425,1.501552585,-0.99490975
767.565,1.513096003,-0.995784012
767.705,1.517670465,-0.995999345
767.845,1.517639252,-0.995737011
767.985,1.514813023,-0.995154995
768.125,1.522927305,-0.995639114
768.265,1.519902107,-0.995129756
768.405,1.529556373,-0.995820454
768.544,1.530074526,-0.995480724
768.684,1.536277809,-0.995663095
768.824,1.533788078,-0.99520115
768.964,1.544125385,-0.995866946
769.103,1.548998805,-0.99588699
769.243,1.5567021,-0.996133522
769.383,1.551675266,-0.995223461
769.522,1.567941923,-0.996320051
769.662,1.565183269,-0.995620922
769.801,1.573926003,-0.996065975
769.941,1.576536271,-0.995987064
770.08,1.579666925,-0.995790093
770.22,1.581810142,-0.995525944
770.359,1.592414449,-0.996099877
770.498,1.597280833,-0.996167859
770.638,1.595439108,-0.995668773
770.777,1.606524077,-0.996237834
770.916,1.612561466,-0.996292647
771.055,1.609188749,-0.995473302
771.194,1.626009296,-0.996558744
771.334,1.625162476,-0.996157536
771.473,1.620784336,-0.995396802
771.612,1.633253572,-0.996119655
771.751,1.634968141,-0.995861824
771.89,1.640825329,-0.996016134
772.029,1.638200239,-0.995353468
772.168,1.651164311,-0.996210132
772.307,1.658513895,-0.99642805
772.445,1.667579552,-0.996823547
772.584,1.65320693,-0.995244028
772.723,1.670801339,-0.996512519
772.862,1.668757004,-0.996020407
773.001,1.675191711,-0.996260929
773.139,1.67652971,-0.996011667
773.278,1.682859935,-0.99620044
773.417,1.678983284,-0.995475041
773.555,1.688341853,-0.996015015
773.694,1.695185374,-0.996335741
773.832,1.697478317,-0.99609766
773.971,1.693854359,-0.99557752
774.109,1.708106198,-0.996451947
774.248,1.709408654,-0.996143894
774.386,1.711779304,-0.995908434
774.524,1.727799341,-0.996913042
774.663,1.729976396,-0.996738081
774.801,1.721118117,-0.995456134
774.939,1.744925818,-0.996931918
775.078,1.746183615,-0.996671768
775.216,1.751734801,-0.996668777
775.354,1.755608745,-0.996543883
775.492,1.76027728,-0.996361853
775.63,1.766978105,-0.996361529
775.768,1.768299009,-0.995871553
775.906,1.776015194,-0.99605067
776.044,1.778783104,-0.995828609
776.182,1.790593333,-0.996266369
776.32,1.79887955,-0.996420276
776.458,1.809652933,-0.996693675
776.596,1.796211751,-0.995107906
776.734,1.825904595,-0.9970753
776.872,1.819169339,-0.9960799
777.009,1.844911026,-0.997673429
777.147,1.831066752,-0.996050142
777.285,1.849056424,-0.99698995
777.422,1.845669482,-0.996273775
777.56,1.847773586,-0.996024425
777.698,1.853966417,-0.99610287
777.835,1.864080252,-0.996523192
777.973,1.862099266,-0.995881596
778.11,1.866839792,-0.995894695
778.248,1.889479887,-0.997135948
778.385,1.882520978,-0.99629949
778.523,1.888839033,-0.996480769
778.66,1.895020379,-0.996549258
778.797,1.892207149,-0.995873412
778.935,1.905929799,-0.996484129
779.072,1.901388107,-0.995882691
779.209,1.907654234,-0.996152243
779.346,1.926206403,-0.997187509
779.483,1.931968212,-0.997107282
779.621,1.93250958,-0.996656108
779.758,1.939296173,-0.99674316
779.895,1.948460949,-0.996971231
780.032,1.962259383,-0.99751263
780.169,1.953631347,-0.996280853
780.306,1.980938158,-0.997824547
780.443,1.971280912,-0.996502251
780.58,1.983153182,-0.996886708
780.716,1.98130143,-0.9961861
780.853,1.996660652,-0.996715345
780.99,2.010897855,-0.997185781
781.127,2.013439922,-0.996594736
781.264,2.023100066,-0.996597239
781.4,2.043673587,-0.99755052
781.537,2.032365277,-0.996247704
781.674,2.040069033,-0.996163364
781.81,2.050291969,-0.996188866
781.947,2.061119745,-0.996408337
782.083,2.065422907,-0.996139233
782.22,2.078507595,-0.996590087
782.356,2.092034035,-0.997225559
782.493,2.091289339,-0.996772502
782.629,2.099934325,-0.99699014
782.765,2.101667503,-0.996733048
782.902,2.098061099,-0.995974741
783.038,2.111028559,-0.996639816
783.174,2.113667387,-0.996409634
783.31,2.120327143,-0.996423783
783.447,2.126382833,-0.996416794
783.583,2.143853698,-0.997089337
783.719,2.152729695,-0.997290028
783.855,2.159508285,-0.99729748
783.991,2.158741499,-0.996757545
784.127,2.16406711,-0.996529513
784.263,2.17231441,-0.996532826
784.399,2.179945402,-0.996456648
784.535,2.195967646,-0.996895586
784.671,2.205295601,-0.996865451
784.807,2.229309036,-0.997894799
784.943,2.221540573,-0.99680742
785.078,2.229584375,-0.996765687
785.214,2.240245587,-0.996794567
785.35,2.236382354,-0.995808809
785.486,2.258184427,-0.996509283
785.621,2.265095825,-0.996268954
785.757,2.289746844,-0.997089044
785.892,2.295647755,-0.996868751
786.028,2.308045863,-0.996874332
786.163,2.317368989,-0.996775644
786.299,2.328792648,-0.996874321
786.434,2.328307807,-0.996198197
786.57,2.335891541,-0.995985582
786.705,2.343014886,-0.99586401
786.841,2.368700906,-0.996862664
786.976,2.377800301,-0.996870331
787.111,2.407375488,-0.998169221
787.246,2.390557883,-0.996594012
787.382,2.402300745,-0.996879346
787.517,2.421023197,-0.99745734
787.652,2.413011715,-0.996560346
787.787,2.437625643,-0.997491905
787.922,2.431170212,-0.996658177
788.057,2.441673744,-0.996814984
788.192,2.4390754,-0.996210976
788.327,2.45166607,-0.996489402
788.462,2.466021546,-0.996877657
788.597,2.473178287,-0.99679517
788.732,2.498321695,-0.997697066
788.867,2.491310247,-0.996795156
789.002,2.509519268,-0.997295251
789.137,2.509574924,-0.996664875
789.271,2.512578272,-0.996405987
789.406,2.536487168,-0.997267572
789.541,2.541303923,-0.996809312
789.675,2.548848738,-0.996705602
789.81,2.56393497,-0.996772947
789.945,2.585628741,-0.997137429
790.079,2.613203948,-0.997687803
790.214,2.62383753,-0.997280303
790.348,2.639271955,-0.997355241
790.483,2.654535617,-0.997293031
790.617,2.667470508,-0.99698486
790.751,2.681644359,-0.996971095
790.886,2.704539876,-0.997316967
791.02,2.719408496,-0.997455041
791.154,2.737343335,-0.997987693
791.289,2.744858991,-0.997603788
791.423,2.749338379,-0.997358323
791.557,2.738990802,-0.996939918
791.691,2.729690796,-0.996942256
791.825,2.725076207,-0.996451557
791.959,2.749474346,-0.996586378
792.093,2.801799446,-0.997343605
792.227,2.853420235,-0.997014216
792.361,2.930205926,-0.996982529
792.495,3.007611141,-0.996387698
792.629,3.12977584,-0.997287641
792.763,3.253256952,-0.997388656
792.897,3.393367672,-0.997719878
793.031,3.54642051,-0.998394252
793.165,3.667583796,-0.997489027
793.298,3.807518185,-0.997024262
793.432,3.972413268,-0.997142138
793.566,4.186184537,-0.998971252
793.699,4.337280734,-0.997973701
793.833,4.550656711,-0.998366182
793.967,4.741401165,-0.997205957
794.1,5.011839012,-0.997492816
794.234,5.285556831,-0.996875525
794.367,5.672741261,-0.998332753
794.501,6.002449689,-0.998031191
794.634,6.307023694,-0.996437434
794.767,6.740055394,-0.996942661
794.901,7.146376993,-0.996176554
795.034,7.608967553,-0.995713665
795.167,8.281063888,-0.998154445
795.301,8.905051399,-0.997843604
795.434,9.625629872,-0.99743847
795.567,26.95080924,0.174098173
795.7,-34314.87405,-0.91697876
795.833,-15059.22271,-0.818466879
795.966,-2791.822105,-0.589778303
